"count_floors_pre_eq","age","area_percentage","height_percentage","has_superstructure_adobe_mud","has_superstructure_mud_mortar_stone","has_superstructure_stone_flag","has_superstructure_cement_mortar_stone","has_superstructure_mud_mortar_brick","has_superstructure_cement_mortar_brick","has_superstructure_timber","has_superstructure_bamboo","has_superstructure_rc_non_engineered","has_superstructure_rc_engineered","has_superstructure_other","has_secondary_use_agriculture","has_secondary_use_hotel","has_secondary_use_rental","has_secondary_use","land_surface_condition_o","land_surface_condition_t","foundation_type_h","foundation_type_i","foundation_type_r","foundation_type_u","foundation_type_w","roof_type_n","roof_type_q","roof_type_x","ground_floor_type_f","ground_floor_type_m","ground_floor_type_v","ground_floor_type_x","ground_floor_type_z","other_floor_type_j","other_floor_type_q","other_floor_type_s","other_floor_type_x","position_j","position_o","position_s","damage_grade"
1,0,8.76966825011186,2.23033174988814,0,0,0.769668250111863,0.230331749888137,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.230331749888137,0,0.769668250111863,0.230331749888137,0.769668250111863,0,1,0,0,0,0,1,0,0,0,0,0,0.230331749888137,"1"
1,0,9,2.32022303156555,0,0,0.679776968434453,0,0,0.679776968434453,0.679776968434453,0.679776968434453,0,0,0,0,0,0,0,0,1,0,0,0.320223031565547,0,0.679776968434453,0.320223031565547,0.679776968434453,0,1,0,0,0,0,1,0,0,0,0,0,0.320223031565547,"1"
1,0,4.77846465515904,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0.778464655159041,"1"
1,0,3.94196354434825,2.94196354434825,0,0,0,0.0580364556517452,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.0580364556517452,0,0.941963544348255,0,0,1,0,0,0,0,0,0.0580364556517452,"1"
1.46941981022246,0.530580189777538,26.0611603795551,10,0,0,0,0,0,0,0,0,0,0.530580189777538,0,0,0.530580189777538,0,1,0,0.469419810222462,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
1.91790185193531,0.0820981480646878,25.1641962961294,10,0,0,0,0,0,0,0,0,0,0.0820981480646878,0,0,0.0820981480646878,0,1,0,0.917901851935312,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
1,12.4574682437815,5,3,0,0.771265878109261,0,0,0,0.228734121890739,0.771265878109261,0,0,0,0,0,0,0,0,0,1,0,0,0.771265878109261,0.228734121890739,0,1,0,0,0.771265878109261,0.228734121890739,0,0,0,1,0,0,0,0,0,1,"1"
1,14.7414255719632,5.74142557196319,3,0.741425571963191,0,0,0,0,1,0,0,0,0,0,0,0,0,0.741425571963191,0,1,0,0,0.741425571963191,0.258574428036809,0,1,0,0,0,0.258574428036809,0,0.741425571963191,0,1,0,0,0,0,0,1,"1"
2,3.29983345302753,26.4003330939449,10,1,0,0,0,0,1,0,0,0,0,0,0,0.299833453027532,0,1,0,1,0,1,0,0,0,0.299833453027532,0.700166546972468,0,0.299833453027532,0,0.700166546972468,0,0,0,0,0.700166546972468,0.299833453027532,0,0,0,"1"
1.45611675595865,4.08776648808271,26.4561167559586,10,0.456116755958647,0,0,0,0,1,0,0,0,0,0,0,0.543883244041353,0,1,0,1,0,1,0,0,0,0,0.456116755958647,0.543883244041353,0,0,1,0,0,0,0,1,0,0,0,0.543883244041353,"1"
4.37450411962345,42.6872520598117,6.31274794018827,7.37450411962345,1,0.312747940188274,0,0,0.687252059811726,0,0.312747940188274,0,0,0,0,0,0.312747940188274,0.687252059811726,1,0,0.312747940188274,0,0,1,0,0,0.687252059811726,0.312747940188274,0,0.687252059811726,0,0,0.312747940188274,0,0,1,0,0,0.312747940188274,0,0.687252059811726,"1"
3.48887621099129,42.2444381054956,6.75556189450435,6.48887621099129,1,0.755561894504353,0,0,0.244438105495647,0,0.755561894504353,0,0,0,0,0,0.755561894504353,0.244438105495647,1,0,0.755561894504353,0,0,1,0,0,0.244438105495647,0.755561894504353,0,0.244438105495647,0,0,0.755561894504353,0,0,1,0,0,0.755561894504353,0,0.244438105495647,"1"
3,30,12.9122312711552,6.08776872884482,0,0.0877687288448215,0,0,0,0,0.912231271155179,0.912231271155179,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,"1"
3,30,10.553094076924,7,0,0.276547038462013,0,0.723452961537987,0.723452961537987,0,0.723452961537987,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.723452961537987,0.276547038462013,0,1,0,0,0,0,0,1,0,0,0,0,0.276547038462013,"1"
1,0,23.2749768078793,3,0.725023192120716,0,0,0.274976807879284,0,0.274976807879284,0,0,0,0,0,0,1,0,1,0,0.274976807879284,0,0,0.725023192120716,0.274976807879284,0,1,0,0,0,0,0.274976807879284,0.725023192120716,0,1,0,0,0,0,0,0.274976807879284,"1"
1,0,23.3357358216308,3,0.664264178369194,0,0,0.335735821630806,0,0.335735821630806,0,0,0,0.335735821630806,0,0,1,0,1,0,0.335735821630806,0,0,0.664264178369194,0.335735821630806,0,0.664264178369194,0,0.335735821630806,0,0,0.335735821630806,0.664264178369194,0,1,0,0,0,0,0,0.335735821630806,"1"
1,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.253853528061882,0.746146471938118,0,0.253853528061882,0,0.746146471938118,0,0,1,0,0,1,0,0,0,0,0,0,"1"
1,0,7.58990132296458,2.58990132296458,0,0,0,0,0,1,0,0,0.410098677035421,0,0,0,0,0,0.410098677035421,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"1"
2.68070904817432,1.31929095182568,20,9.31929095182568,0,0,0,0,0.680709048174322,0.319290951825678,0,0,0,0,0,0,0,0,0.319290951825678,0,1,0,0.680709048174322,0.319290951825678,0,0,0,0,1,0,0,0.680709048174322,0.319290951825678,0,0,0,1,0,0.319290951825678,0,0,"1"
2.20480063580908,2,19.7951993641909,9.79519936419092,0,0,0,0,0,1,0,0,0,0,0,0,0.204800635809079,0,1,0,1,0,0.204800635809079,0.795199364190921,0,0,0,0,1,0,0,0.204800635809079,0.795199364190921,0,0,0,1,0,0.795199364190921,0,0.204800635809079,"1"
1.21197624248452,0,9.21197624248452,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.788023757515475,0,0.788023757515475,0,0.788023757515475,0,0.211976242484525,0,0.211976242484525,0,0.788023757515475,0,0,1,0,0,0.788023757515475,0.211976242484525,0,0,0,0,0,"1"
1.15906727826223,0,8.84093272173777,6,0,0,0,0,0,1,0,0,0,0.159067278262228,0,0,0,0,0.840932721737772,0,1,0,1,0,0,0,0,0.159067278262228,0.840932721737772,0,0,1,0,0,0.840932721737772,0.159067278262228,0,0,0,0,0.159067278262228,"1"
2,0.646236264146864,10.3537637358531,6.35376373585314,0,0,0,0,0,1,0,0,0.353763735853136,0.353763735853136,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
2,0.398289316799492,10.6017106832005,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.601710683200508,0,0.398289316799492,0,0,1,0,0,0,0,1,0,0,0,1,"1"
1.47236991696991,0,7.47236991696991,7,0,0,0,0,0,0,1,0.47236991696991,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.47236991696991,"1"
1.84741737088189,0,7,7,0,0,0,0,0,0.847417370881885,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.847417370881885,0.152582629118115,1,0,0,0.152582629118115,0,0.847417370881885,0,0,0,0.152582629118115,0,0.847417370881885,0,0,0,"1"
2,0,21.9393511859234,6.06064881407656,0,0,0,0,0,0.939351185923442,0,0,0.939351185923442,0.0606488140765578,0,0,0.939351185923442,0,1,0,1,0,1,0,0,0,0.0606488140765578,0,0.939351185923442,0,0,0.939351185923442,0.0606488140765578,0,0,0,1,0,0,0,1,"1"
2,1.17396324826404,20.413018375868,6.41301837586798,0,0,0,0,0,0,0,0,0,1,0,0,0.586981624132022,0,1,0,1,0,1,0,0,0,0.413018375867978,0,0.586981624132022,0,0,0.586981624132022,0.413018375867978,0,0,0,1,0,0,0,1,"1"
1.9786676527001,5.0213323472999,10,5.95733530540019,0,0,0,0,0,0.978667652700096,0.978667652700096,0,0,0,0,0,0,0,0,0,1,0,0,0.0213323472999036,0,0.978667652700096,0,0.0213323472999036,0.978667652700096,1,0,0,0,0,0,0,0,1,0,0,1,"1"
1.16342024132609,5.67315951734781,10,4,0,0.163420241326094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.163420241326094,0.836579758673906,0,0.836579758673906,0,0,0.163420241326094,0,0,0.163420241326094,0,0.836579758673906,0,0,1,"1"
1,0,10.2578147952445,2.25781479524449,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.742185204755515,0.257814795244485,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"1"
1,0,10,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.887909987708554,0,0.112090012291446,1,0,0,0,0,1,0,0,0.887909987708554,0.112090012291446,0,0,0,0,1,"1"
2,0.786271466407925,5,4,0,0.213728533592075,0.213728533592075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.786271466407925,0.213728533592075,0,0,1,0,0,0.213728533592075,0,0,0.786271466407925,0,0,1,0,0,0,0,1,"1"
2,0,5,4,0,1,0.254155354108661,0,0,0,0.254155354108661,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.254155354108661,0,0,0.745844645891339,0,0,0.254155354108661,0,0.745844645891339,0,0,1,"1"
1.19599103578366,1.19599103578366,27,9.41202689264901,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.195991035783663,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
1.0689440742135,1.0689440742135,27,9.79316777735949,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.0689440742135048,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
2,0.370584553107619,22,6,0,0,0,0,0,1,0,0,0.81470772344619,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.18529227655381,0,0.81470772344619,"1"
2,0,22.4489987341221,6,0,0,0,0,0,1,0,0,0.551001265877858,0,0,0,0.551001265877858,0.448998734122142,1,0,1,0,0.551001265877858,0.448998734122142,0,0,0.448998734122142,0,0.551001265877858,0,0,0.551001265877858,0.448998734122142,0,0,0,1,0,0,0,1,"1"
1.82682133745402,1.65364267490804,13.173178662546,10,0,0,0,0,0.826821337454021,0.173178662545979,0.826821337454021,0,0.826821337454021,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.173178662545979,0.826821337454021,0,0,0.173178662545979,0,0,"1"
1.60027857776731,0,14.6002785777673,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.600278577767313,0,1,0,0.399721422232687,0,0.600278577767313,0,0,0,1,0,0,1,0,0,0.399721422232687,0,0.600278577767313,0,0.399721422232687,0,0,"1"
2,3,7.20732595631853,5,0.207325956318527,0.792674043681473,0,0,0,0.207325956318527,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.792674043681473,0,0.207325956318527,0,0,1,"1"
2,2.25491679972038,8,5,0.627458399860188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.627458399860188,0,0,1,0,0,0.372541600139812,0,0.627458399860188,0.627458399860188,0,0,0.372541600139812,0,0,0,0,1,0,0,1,"1"
2.32024817727506,4.67975182272494,20,5.32024817727506,0,0,0,0.320248177275062,0,0.320248177275062,0,0,0.320248177275062,0,0,0,0,0.679751822724938,0.679751822724938,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
2.15724028064869,4.84275971935131,20,5.15724028064869,0,0,0,0.157240280648693,0,0.157240280648693,0,0,0.157240280648693,0,0,0,0,0.842759719351307,0.842759719351307,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
3.08798370650038,61.0879837065004,25.6920570272487,10.1759674130008,0.0439918532501906,0,0,0,1,1,0.956008146749809,0,0,0,0,0,0,0.0439918532501906,0.0439918532501906,0,1,0,0,0.0439918532501906,0.956008146749809,0,0.956008146749809,0.0439918532501906,0,0.0439918532501906,0,0.956008146749809,0,0,0,0.0439918532501906,0.956008146749809,0,1,0,0,"1"
6.85812119534239,65.7871817930136,20.8581211953424,10.2837576093152,0.0709394023288041,0,0,0,0.0709394023288041,0.0709394023288041,0.929060597671196,0,0,0,0,0,0,1,1,0,1,0,0.929060597671196,0.0709394023288041,0,0,0,0.0709394023288041,0.929060597671196,0.0709394023288041,0,0.929060597671196,0,0,0,0.0709394023288041,0.929060597671196,0,1,0,0,"1"
1,2.56892759585753,7.86214480828494,3,0,0,0,0.431072404142469,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.431072404142469,0.568927595857531,0,1,0,0,0,0.568927595857531,0,0.431072404142469,"1"
1,2.66642827913165,7.6671434417367,3,0,0,0,0.333571720868349,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.333571720868349,0.666428279131651,0,1,0,0,0,0.666428279131651,0,0.333571720868349,"1"
2,0,5.08415982103907,6.91584017896093,0,0,0,0.915840178960934,0,0.915840178960934,0.0841598210390657,0,0,0,0,0,0,0,0.0841598210390657,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0.915840178960934,0.0841598210390657,0,0,0,0,1,"1"
2,0.57646715734154,5,6.42353284265846,0,0,0,0.42353284265846,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.42353284265846,0.57646715734154,0,1,0,0,1,0,0,0,0,0.42353284265846,0.57646715734154,0,0,0,0,1,"1"
3,2,19.9552129195072,9.95521291950718,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0447870804928243,"1"
3,1.53422368899919,20,9.53422368899919,0,0,0,0,0.465776311000809,0.534223688999191,0,0,0,0,0,0,0.534223688999191,0,0.534223688999191,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"1"
2,0,5.27040842641145,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27040842641145,0,1,0,0,0.27040842641145,0.72959157358855,0,1,0,0,0.27040842641145,0,0.72959157358855,0,0,0,1,0,0,0,0,0.27040842641145,"1"
1.21885814121924,0,6.78114185878076,6.78114185878076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.218858141219243,0,1,0,0,0.218858141219243,0,0.781141858780757,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.218858141219243,"1"
1.23472188948654,3,4.76527811051346,3.23472188948654,0.765278110513464,0.234721889486536,0,0,0,0,0,0,0,0,0,0.234721889486536,0,0,0.234721889486536,0,0.765278110513464,0,0,1,0,0,1,0,0,0,0,0.765278110513464,0.234721889486536,0,0.765278110513464,0.234721889486536,0,0,0,0,1,"1"
1.5706390705891,3,4.4293609294109,3.5706390705891,0.429360929410905,0.570639070589095,0,0,0,0,0,0,0,0,0,0.570639070589095,0,0,0.570639070589095,0,0.429360929410905,0,0,1,0,0,1,0,0,0,0,0.429360929410905,0.570639070589095,0,0.429360929410905,0.570639070589095,0,0,0,0,1,"1"
3.41198968677782,0,6.17602062644437,10,1,0,0,0,0,0,0,0,0,0.588010313222185,0,0,0.588010313222185,0.411989686777815,1,0,1,0,0.588010313222185,0.411989686777815,0,0,0.411989686777815,0,0.588010313222185,0,0,1,0,0,0,0.411989686777815,0.588010313222185,0,0.588010313222185,0,0.411989686777815,"1"
3.13847329420969,0.861526705790311,5.86152670579031,10,0.138473294209689,0,0,0.861526705790311,0,0.861526705790311,0,0,0,0,0,0,0,0.138473294209689,1,0,1,0,0.861526705790311,0.138473294209689,0,0,0.138473294209689,0,0.861526705790311,0,0,0.138473294209689,0.861526705790311,0,0,0.138473294209689,0.861526705790311,0,0,0,0.138473294209689,"1"
1,0,6.5863391328603,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.586339132860303,0,0.413660867139697,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"1"
1,0.232329114340246,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.232329114340246,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"1"
4.68501377664506,15.5616712588817,9.31498622335494,12.8083562944084,0,0,0,0,1,0.438328741118312,0,0,0,0,0,0,0,0.561671258881688,0.561671258881688,0.561671258881688,0.438328741118312,0,0.438328741118312,0.561671258881688,0,0,0.561671258881688,0,0.438328741118312,0.561671258881688,0,0,0.438328741118312,0,0,0.561671258881688,0.438328741118312,0,0,0,0.438328741118312,"1"
5.29799812100828,15.4734985907562,8,14.1224976512603,0,0,0,0,0.824499530252069,0.175500469747931,0,0,0,0,0,0,0,0.824499530252069,0.824499530252069,0.824499530252069,0.175500469747931,0,0.175500469747931,0.824499530252069,0,0,0.824499530252069,0,0.175500469747931,0.824499530252069,0,0.175500469747931,0,0,0,0.824499530252069,0.175500469747931,0,0.175500469747931,0,0,"1"
6.01095400494523,0.670318001648411,18,9.67031800164841,0,0,0,0.670318001648411,0.670318001648411,1,0,0,1,0,0,0,0.329681998351589,0.670318001648411,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
5.39388906769454,0.196944533847272,19.6061109323055,10,0.803055466152728,0,0,1,0.196944533847272,0.196944533847272,0.803055466152728,0,1,0,0,0,0,0.196944533847272,0.196944533847272,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.803055466152728,0.196944533847272,0,0,0,1,"1"
1,1,14,3,0,0,0,1,0,1,0,0,0.3958222232759,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,"1"
1,0.643268746789545,14,3,0,0,0,1,0,1,0,0,0.356731253210455,0.356731253210455,0,0,0.643268746789545,0,0.643268746789545,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.643268746789545,"1"
3,24.4370950444136,15.2494600592181,6.37526997039095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.812365014804527,0,0.187634985195473,0,0,0,1,0,0,0,0,1,"1"
3,23.3336167871021,13.7781557161361,7.11092214193195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.444538929034024,0,0.555461070965976,0,0,0,1,0,0,0,0,1,"1"
2.42228926531971,1,30.1554214693606,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.577710734680295,"1"
2.58292186865583,1,29.8341562626883,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.417078131344169,"1"
2,0.7136476773303,6.4272953546606,10,0.7136476773303,0,0,1,0,0.2863523226697,0.7136476773303,0,0.2863523226697,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.7136476773303,0,0.2863523226697,0,0,0,1,0,0,0,0,1,"1"
2,2.3593059903942,7,9.3203470048029,0.320347004802898,0,0,0.320347004802898,0,0.679652995197102,0.320347004802898,0,0,0,0,0,0,0,0,0,1,0,0.679652995197102,0,0.320347004802898,0,0,0,1,0.320347004802898,0,0.679652995197102,0,0,0,1,0,0,0,0,1,"1"
1,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1458730972372,0,1,0,0.8541269027628,0,0.1458730972372,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1"
1,0,6,2.66247681458481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.662476814584807,0,1,0,0,0,0.662476814584807,0.337523185415193,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1"
2,0,6.94645432615653,4.97322716307826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0267728369217366,0.973227163078263,0,1,0,0,0,0,0,1,0,0,0,0,1,"1"
2,0,6.85713811172172,4.92856905586086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0714309441391379,0.928569055860862,0,1,0,0,0,0,0,1,0,0,0,0,1,"1"
1.36539343418553,29,6.36539343418553,9.63460656581447,0.182696717092767,0,0,0,0.817303282907233,0,0.182696717092767,0,0,0,0,0,0.817303282907233,0,0.817303282907233,0,1,0,0,0.182696717092767,0.817303282907233,0,0.182696717092767,0.817303282907233,0,0.182696717092767,0,0.817303282907233,0,0,0.817303282907233,0.182696717092767,0,0,0.817303282907233,0,0.182696717092767,"1"
1.08804349042475,29.2641304712743,6.08804349042475,10,0.0880434904247522,0,0,0,0.911956509575248,0,0,0,0.0880434904247522,0,0,0,0.911956509575248,0,0.911956509575248,0,1,0,0.0880434904247522,0,0.911956509575248,0,0.0880434904247522,0.911956509575248,0,0,0,1,0,0,0.911956509575248,0,0.0880434904247522,0,0.911956509575248,0,0,"1"
2.36160724284127,40.7232144856825,5.63839275715873,5.44642897136509,0,0.638392757158726,0.638392757158726,0.638392757158726,0,0,0.638392757158726,0,0,0,0,0,0,0,0,0,0.638392757158726,0,0,1,0,0,0.361607242841274,0.638392757158726,0,0,0,0,0.361607242841274,0.638392757158726,0,0.361607242841274,0,0.638392757158726,0,0,1,"1"
2.66307184705511,41.3261436941102,5.33692815294489,6.65228738822043,0,0.336928152944893,0.336928152944893,0.336928152944893,0,0,0.336928152944893,0,0,0,0,0,0,0,0,0,0.336928152944893,0,0,1,0,0,0.663071847055107,0.336928152944893,0,0,0,0,0.663071847055107,0.336928152944893,0,0.663071847055107,0,0.336928152944893,0,0,1,"1"
2,2,18.2252670750022,6,0,0,0,0,0,0.887366462498903,0,0,0.112633537501097,0,0,0,0.887366462498903,0,0.887366462498903,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
2,2.51908786944114,18,6,0,0,0,0.519087869441137,0,1,0,0,0,0,0,0,0.480912130558863,0,0.480912130558863,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.480912130558863,"1"
1.86779151577502,0.566104242112488,27.867791515775,10,0,0,0,0,0,0.433895757887512,0,0,0,1,0,0,0.566104242112488,0,1,0,0.433895757887512,0,0.566104242112488,0,0.433895757887512,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
3,0.68929142318666,29,10,0,0,0,0,0,1,0,0,0,0.31070857681334,0,0,0.68929142318666,0,1,0,1,0,0.68929142318666,0,0.31070857681334,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.31070857681334,"1"
1.6323256730102,3.7353486539796,17.6323256730102,6.3676743269898,0,0,0,0.6323256730102,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.3676743269898,0,0.6323256730102,0,0,0,0.3676743269898,0.6323256730102,0,0,0,0,"1"
1.80640301597305,3.38719396805391,17.806403015973,6.19359698402695,0,0,0,0.806403015973046,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.193596984026954,0,0.806403015973046,0,0,0,0.193596984026954,0.806403015973046,0,0,0,0,"1"
2.14395950338803,46.3838920090348,6.04798650112934,6.28791900677606,0.0479865011293441,0,0,0,0.0479865011293441,0.0479865011293441,0.0479865011293441,0,0,0,0,0,0,0,0,0,1,0,0.0479865011293441,0.952013498870656,0,0,0.0479865011293441,0.952013498870656,0,0.952013498870656,0,0,0.0479865011293441,0,0,0.952013498870656,0.0479865011293441,0,0.0479865011293441,0,0.952013498870656,"1"
4.54965670127422,53.3995422683656,7,10.9491989696398,0.849885567091405,0.150114432908595,0,0,0.849885567091405,1,0.849885567091405,0,0,0,0,0,0,0,0,0,1,0,0.849885567091405,0.150114432908595,0,0,1,0,0,0.150114432908595,0,0,0.849885567091405,0,0,0,0.849885567091405,0.150114432908595,0.849885567091405,0,0.150114432908595,"1"
1.16312644025311,20,5.65250576101243,5.83687355974689,0,0,0,0,0,0,0,0,0,0,0,0.836873559746891,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"1"
1.39524783147499,19.604752168525,5.79049566294998,6,0,0,0,0,0,0,0,0,0,0,0,0.60475216852501,0,0,1,0,1,0,0,1,0,0,0.60475216852501,0.39524783147499,0,0.39524783147499,0,0,0.60475216852501,0,0.60475216852501,0.39524783147499,0,0,0.39524783147499,0,0.60475216852501,"1"
2.98166842130013,10,13.9633368426003,7.96333684260026,0.981668421300128,0,0,0,0.981668421300128,0.0183315786998719,0,0,0.0183315786998719,0.0183315786998719,0,0,0,0,0,0,1,0,1,0,0,0,0.981668421300128,0,0.0183315786998719,0.981668421300128,0,0.0183315786998719,0,0,0,0.981668421300128,0.0183315786998719,0,0,0,1,"1"
2,9.86569755570963,12.0671512221452,6,0,0,0,0,0,1,0,0,1,0.932848777854815,0,0,0,0,0,0,0.932848777854815,0,0.932848777854815,0,0.0671512221451849,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,"1"
2.28555191564374,1.42889616871253,24,10,0,0,0,0,0,1,0,0,0,0.285551915643737,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,"1"
2,1.13760608620942,24,10,0,0,0,0,0,1,0,0,0,0.431196956895292,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.568803043104708,0,0,"1"
1,8.30198893323541,11.4529833998531,3,0,0,0,0,0,0.150994466617703,0,0,0,0,0.849005533382297,0,0.150994466617703,0,0.150994466617703,0,1,0,0,0.150994466617703,0.849005533382297,0,1,0,0,0,0,0.150994466617703,0.849005533382297,0,1,0,0,0,0,0,1,"1"
1,10.6188117056154,14.6188117056154,3,0,0,0,0.618811705615371,0,1,0,0,0,0,0,0,0.381188294384629,0,0.381188294384629,0,1,0,0,0.381188294384629,0.618811705615371,0,0.381188294384629,0.618811705615371,0,0,0,1,0,0,1,0,0,0,0,0,1,"1"
2.77878247387707,0.221217526122928,9,6.22121752612293,0,0,0,0,0,0.221217526122928,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.778782473877072,0.221217526122928,0,1,0,0,0,0,0,1,0,0,0,0,0.221217526122928,"1"
2.78291833540425,0.217081664595753,9,6.21708166459575,0,0,0,0,0,0.217081664595753,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.782918335404247,0.217081664595753,0,0.217081664595753,0,0,0.782918335404247,0,0,1,0,0,0,0,1,"1"
1.105197919067,2.21039583813399,14,3.105197919067,0,0,0,0.105197919066995,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.105197919066995,0,0,0.894802080933005,0,0.894802080933005,0,0,0.105197919066995,0,0,1,"1"
1.74436652939767,3.48873305879533,14,3.74436652939767,0,0,0,0.744366529397666,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.744366529397666,0,0,0.255633470602334,0,0.255633470602334,0,0,0.744366529397666,0,0,1,"1"
